Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52
,2025-09-18 00:00:00,,,,,,,,,,,,,,,"11,540,000",,,,,,,,3,,,,,,,,,"3,697,000",,,,,,,,,13,,,,,,"15,237,000",,,,
,,,,,,,,,",NORMAL",,,,,,,,,,,,,,,,,,,DISCOUNT,,,,,,,,,,,,,,,,,TOT,,,,,,AL,
,MENBAGS,,,,,,,,Qty,,,,,,,,,,Nett Sales,,,,,,,,,Qty,,,,,,,,Nett Sales,,,,,,,,,Qty,,,,,,Nett Sales,
,MENSANDAL,,,,,,,,4,,,,,,,,,,"6,146,000",,,,,,,,,0,,,,,,,,0,,,,,,,,,4,,,,,,"6,146,000",
,MENSMART,,,,,,,,2,,,,,,,,,,"2,098,000",,,,,,,,,0,,,,,,,,0,,,,,,,,,2,,,,,,"2,098,000",
,MENWALLET,,,,,,,,0,,,,,,,,,,0,,,,,,,,,1,,,,,,,,"1,329,000",,,,,,,,,1,,,,,,"1,329,000",
,WMNBAGS,,,,,,,,1,,,,,,,,,,"1,149,000",,,,,,,,,0,,,,,,,,0,,,,,,,,,1,,,,,,"1,149,000",
,WMNFLAT,,,,,,,,1,,,,,,,,,,"2,349,000",,,,,,,,,0,,,,,,,,0,,,,,,,,,1,,,,,,"2,349,000",
,WMNWALLET,,,,,,,,1,,,,,,,,,,"1,349,000",,,,,,,,,0,,,,,,,,0,,,,,,,,,1,,,,,,"1,349,000",
,Total,,,,,,,,1,,,,,,,,,,699,,,,,,,,,0,,,,,,,,0,,,,,,,,,1,,,,,,699,
,2025-09-19 00:00:00,,,,,,.NORMAL,,10,,,,,,,,,,"13,790,000",,,,,,,,,1,,,,,,,,"1,329,000",,,,,,,,,11,,,,,,"15,119,000",
,,,,,,,Qty,,,,,,,,,,,,,,,,DISCOUNT,,,,,,,,,,,,,,,TOTAL,,,,,,,,,,,,,,
,MENBAGS,,,,,,I,,,,,,,,NettSales,,,,,,,,Qty,,,,,,NettSales,,,,,,,,,Qty,,,,,,,NettSales,,,,,,,
,MENSMART,,,,,,1,,,,,,,,"1,449,000",,,,,,,,0,,,,,,0,,,,,,,,,I,,,,,,,"1,449,000",,,,,,,
,MENWALLET,,,,,,I,,,,,,,,"1,749,000",,,,,,,,0,,,,,,0,,,,,,,,,1,,,,,,,"1,749,000",,,,,,,
,WMNBAGS,,,,,,I,,,,,,,,"1,099,000",,,,,,,,0,,,,,,0,,,,,,,,,I,,,,,,,"1,099,000",,,,,,,
,WMNSOCK,,,,,,I,,,,,,,,"1,999,000",,,,,,,,I,,,,,,"1,119,000",,,,,,,,,2,,,,,,,"3,118,000",,,,,,,
,Total,,,,,,5,,,,,,,,69,,,,,,,,0,,,,,,0,,,,,,,,,I,,,,,,,69,,,,,,,
,2025-09-20 00:00:00,,,,,,,,,,,,,,"6,365,000",,,,,,,,I,,,,,,"1,119,000",,,,,,,,,6,,,,,,,"7,484,000",,,,,,,
,,,,,,,,,.NORMAL,,,,,,,,,,,,,,,,,,,DISCOUNT,,,,,,,,,,,,,,,,,TOTAL,,,,,,,
,MENBAGS,,,,,,,,Qty,,,,,,,,,,Nett Sales,,,,,,,,,Qty,,,,,,,,Nett Sales,,,,,,,,,Qty,,,,,,Nett Sales,
,MENBELT,,,,,,,,7,,,,,,,,,,"12,743,000",,,,,,,,,0,,,,,,,,0,,,,,,,,,7,,,,,,"12,743,000",
,MENDRESS,,,,,,,,0,,,,,,,,,,0,,,,,,,,,1,,,,,,,,729,,,,,,,,,1,,,,,,729,
,MENFORMAL,,,,,,,,2,,,,,,,,,,"4,148,000",,,,,,,,,0,,,,,,,,0,,,,,,,,,2,,,,,,"4,148,000",
,MENSANDAL,,,,,,,,0,,,,,,,,,,0,,,,,,,,,1,,,,,,,,"1,499,000",,,,,,,,,1,,,,,,"1,499,000",
,MENSMART,,,,,,,,1,,,,,,,,,,949,,,,,,,,,0,,,,,,,,0,,,,,,,,,1,,,,,,949,
,MENSOCK,,,,,,,,1,,,,,,,,,,"1,999,000",,,,,,,,,0,,,,,,,,0,,,,,,,,,1,,,,,,"1,999,000",
,MENWALLET,,,,,,,,3,,,,,,,,,,207,,,,,,,,,0,,,,,,,,0,,,,,,,,,3,,,,,,207,
,SHOECARE,,,,,,,,1,,,,,,,,,,"1,499,000",,,,,,,,,0,,,,,,,,0,,,,,,,,,1,,,,,,"1,499,000",
,WMNBAGS,,,,,,,,2,,,,,,,,,,598,,,,,,,,,0,,,,,,,,0,,,,,,,,,2,,,,,,598,
,WMNHEELS,,,,,,,,8,,,,,,,,,,"14,892,000",,,,,,,,,0,,,,,,,,0,,,,,,,,,8,,,,,,"14,892,000",
,WMNSPORTS,,,,,,,,2,,,,,,,,,,"2,948,000",,,,,,,,,2,,,,,,,,"2,228,000",,,,,,,,,4,,,,,,"5,176,000",
,Total,,,,,,,,0,,,,,,,,,,0,,,,,,,,,1,,,,,,,,"1,119,000",,,,,,,,,1,,,,,,"1,119,000",
,2025-09-21 00:00:00,,,,,,,,27,,,,,,,,,,"39,983,000",,,,,,,,,5,,,,,,,,"5,575,000",,,,,,,,,32,,,,,,"45,558,000",
,,,,,,,,,",NORMAL",,,,,,,,,,,,,,,,,,,DISCOUNT,,,,,,,,,,,,,,,,,TOTAL,,,,,,,
,MENBAGS,,,,,,,,Qty,,,,,,,,,,Nett Sales,,,,,,,,,Qty,,,,,,,,Nett Sales,,,,,,,,,Qty,,,,,,Nett Sales,
,MENSOCK,,,,,,,,3,,,,,,,,,,"4,997,000",,,,,,,,,0,,,,,,,,0,,,,,,,,,3,,,,,,"4,997,000",
,MENSPORT,,,,,,,,1,,,,,,,,,,169,,,,,,,,,0,,,,,,,,0,,,,,,,,,1,,,,,,169,
,MENWALLET,,,,,,,,1,,,,,,,,,,"1,949,000",,,,,,,,,0,,,,,,,,0,,,,,,,,,1,,,,,,"1,949,000",
,WMNBAGS,,,,,,,,0,,,,,,,,,,0,,,,,,,,,1,,,,,,,,769,,,,,,,,,1,,,,,,769,
,WMNHEELS,,,,,,,,2,,,,,,,,,,"3,998,000",,,,,,,,,1,,,,,,,,"1,259,000",,,,,,,,,3,,,,,,"5,257,000",
,Total,,,,,,,,1,,,,,,,,,,"1,649,000",,,,,,,,,0,,,,,,,,0,,,,,,,,,1,,,,,,"1,649,000",
,2025-09-22 00:00:00,,,,,,,,8,,,,,,,,,,"12,762,000",,,,,,,,,2,,,,,,,,2000-02-28 00:00:00,,,,,,,,,10,,,,,,"14,790,000",
,,,,,,,,,.NORMAL,,,,,,,,,,,,,,,,,,,DISCOUNT,,,,,,,,,,,,,,,,,TOTAL,,,,,,,
,MENBAGS,,,,,,,,Qty,,,,,,,,,Nett Sales,,,,,,,,,,Qty,,,,,,,,Nett Sales,,,,,,,,,Qty,,,,,,Nett Sales,
,MENBELT,,,,,,,,4,,,,,,,,,"6,596,000",,,,,,,,,,1,,,,,,,,"1,329,000",,,,,,,,,5,,,,,,"7,925,000",
,MENSANDAL,,,,,,,,1,,,,,,,,,"1,049,000",,,,,,,,,,0,,,,,,,,0,,,,,,,,,1,,,,,,"1,049,000",
,MENSMART,,,,,,,,1,,,,,,,,,"1,449,000",,,,,,,,,,0,,,,,,,,0,,,,,,,,,1,,,,,,"1,449,000",
,MENSOCK,,,,,,,,2,,,,,,,,,"3,798,000",,,,,,,,,,0,,,,,,,,0,,,,,,,,,2,,,,,,"3,798,000",
,WMNWALLET,,,,,,,,2,,,,,,,,,138,,,,,,,,,,0,,,,,,,,0,,,,,,,,,2,,,,,,138,
,SHOECARE,,,,,,,,2,,,,,,,,,"2,048,000",,,,,,,,,,0,,,,,,,,0,,,,,,,,,2,,,,,,"2,048,000",
,WMNBAGS,,,,,,,,1,,,,,,,,,249,,,,,,,,,,0,,,,,,,,0,,,,,,,,,1,,,,,,249,
,WMNFLAT,,,,,,,,3,,,,,,,,,"5,397,000",,,,,,,,,,0,,,,,,,,0,,,,,,,,,3,,,,,,"5,397,000",
,WMNHEELS,,,,,,,,3,,,,,,,,,"3,697,000",,,,,,,,,,0,,,,,,,,0,,,,,,,,,3,,,,,,"3,697,000",
,WMNWALLET,,,,,,,,1,,,,,,,,,"1,099,000",,,,,,,,,,0,,,,,,,,0,,,,,,,,,1,,,,,,"1,099,000",
,Total,,,,,,,,1,,,,,,,,,199,,,,,,,,,,0,,,,,,,,0,,,,,,,,,1,,,,,,199,
,2025-09-23 00:00:00,,,,,,,,21,,,,,,,,,"25,719,000",,,,,,,,,,1,,,,,,,,"1,329,000",,,,,,,,,22,,,,,,"27,048,000",
,,,,,,,,,",NORMAL",,,,,,,,,,,,,,,,,,,DISCOUNT,,,,,,,,,,,,,,,,,TOTAL,,,,,,,
,MENBAGS,,,,,,,,Qty,,,,,,,,,,Nett Sales,,,,,,,,,Qty,,,,,,,,Nett Sales,,,,,,,,,Qty,,,,,,Nett Sales,
,MENFORMAL,,,,,,,,3,,,,,,,,,,"4,397,000",,,,,,,,,1,,,,,,,,599,,,,,,,,,4,,,,,,"4,996,000",
,MENSANDAL,,,,,,,,0,,,,,,,,,,0,,,,,,,,,1,,,,,,,,"1,569,000",,,,,,,,,1,,,,,,"1,569,000",
,SHOECARE,,,,,,,,1,,,,,,,,,,"1,249,000",,,,,,,,,0,,,,,,,,0,,,,,,,,,1,,,,,,"1,249,000",
,WMNBAGS,,,,,,,,2,,,,,,,,,,528,,,,,,,,,0,,,,,,,,0,,,,,,,,,2,,,,,,528,
,WMNHEELS,,,,,,,,2,,,,,,,,,,"3,698,000",,,,,,,,,1,,,,,,,,"1,429,000",,,,,,,,,3,,,,,,"5,127,000",
,WMNWALLET,,,,,,,,1,,,,,,,,,,"1,599,000",,,,,,,,,0,,,,,,,,0,,,,,,,,,1,,,,,,"1,599,000",
,Total,,,,,,,,1,,,,,,,,,,"1,249,000",,,,,,,,,0,,,,,,,,0,,,,,,,,,1,,,,,,"1,249,000",
,2025-09-24 00:00:00,,,,,,.NORMAL,,10,,,,,,,,,,"12,720,000",,,,,,,,,3,,,,,,,,"3,597,000",,,,,,,,,13,,,,,,"16,317,000",
,,,,,,,Qty,,,,,,,,,,,,,,,,OISCOUNT,,,,,,,,,,,,,,,TOTAL,,,,,,,,,,,,,,
,MENBAGS,,,,,,l,,,,,,,,Nett Sales,,,,,,,,Qty,,,,,,Nett Sales,,,,,,,,,Qty,,,,,,,NettSales,,,,,,,
,MENDRESS,,,,,,l,,,,,,,,499,,,,,,,,l,,,,,,"1,329,000",,,,,,,,,2,,,,,,,"1,828,000",,,,,,,
,MENFORMAL,,,,,,1,,,,,,,,"1,849,000",,,,,,,,0,,,,,,0,,,,,,,,,1,,,,,,,"1,849,000",,,,,,,
,MENSOCK,,,,,,3,,,,,,,,"2,049,000",,,,,,,,0,,,,,,0,,,,,,,,,1,,,,,,,"2,049,000",,,,,,,
,MENWALLET,,,,,,1,,,,,,,,347,,,,,,,,0,,,,,,0,,,,,,,,,3,,,,,,,347,,,,,,,
,SHOECARE,,,,,,3,,,,,,,,"1,099,000",,,,,,,,0,,,,,,0,,,,,,,,,1,,,,,,,"1,099,000",,,,,,,
,WMNBAGS,,,,,,2,,,,,,,,707,,,,,,,,0,,,,,,0,,,,,,,,,3,,,,,,,707,,,,,,,
,WMNBELT,,,,,,1,,,,,,,,"3,648,000",,,,,,,,1,,,,,,2000-09-01 00:00:00,,,,,,,,,3,,,,,,,"4,657 ,000",,,,,,,
,WMNFLAT,,,,,,2,,,,,,,,849,,,,,,,,0,,,,,,0,,,,,,,,,1,,,,,,,849,,,,,,,
,WMNHEELS,,,,,,l,,,,,,,,"2,698,000",,,,,,,,0,,,,,,0,,,,,,,,,2,,,,,,,"2,698,000",,,,,,,
,WMNSOCK,,,,,,2,,,,,,,,"1,699,000",,,,,,,,1,,,,,,979,,,,,,,,,2,,,,,,,"2,678,000",,,,,,,
,WMNWALLET,,,,,,2,,,,,,,,148,,,,,,,,0,,,,,,0,,,,,,,,,2,,,,,,,148,,,,,,,
,Total,,,,,,20,,,,,,,,998,,,,,,,,0,,,,,,0,,,,,,,,,2,,,,,,,998,,,,,,,
,2025-09-25 00:00:00,,,,,,.NORMAL,,,,,,,,"16,590,000",,,,,,,,3,,,,,,"3,317,000",,,,,,,,,23,,,,,,,"19,907,000",,,,,,,
,,,,,,,Qty,,,,,,,,,,,,,,,,DISCOUNT,,,,,,,,,,,,,,TOTAL,,,,,,,,,,,,,,,
,MENBAGS,,,,,,1,,,,,,Qty,,,,,,,,,,Qty,,,,,NettSales,,,,,,,,,Qty,,,,,,,NettSales,,,,,,,,
,MENDRESS,,,,,,2,,,,,,1,1699000,,,,,,,,,0,,,,,0,,,,,,,,,1,,,,,,,"1,699,000",,,,,,,,
,MENSANDAL,,,,,,l,,,,,,2,"3,998,000",,,,,,,,,0,,,,,0,,,,,,,,,2,,,,,,,"3,998,000",,,,,,,,
,SHOECARE,,,,,,2,,,,,,1,"1,049,000",,,,,,,,,0,,,,,0,,,,,,,,,1,,,,,,,"1,049,000",,,,,,,,
,WMNBAGS,,,,,,3,,,,,,2,528,,,,,,,,,0,,,,,0,,,,,,,,,2,,,,,,,528,,,,,,,,
,WMNFLAT,,,,,,2,,,,,,3,"6,647,000",,,,,,,,,1,,,,,"1,119,000",,,,,,,,,4,,,,,,,"7,766,000",,,,,,,,
,WMNHEELS,,,,,,l,,,,,,2,"2,598,000",,,,,,,,,0,,,,,0,,,,,,,,,2,,,,,,,"2,598,000",,,,,,,,
,Total,,,,,,12,,,,,,1,"1,499,000",,,,,,,,,0,,,,,0,,,,,,,,,1,,,,,,,"1,499,000",,,,,,,,
,,,,,,,,,,,,,12,"18,018,000",,,,,,,,,1,,,,,"1,119,000",,,,,,,,,13,,,,,,,"19,137,000",,,,,,,,
,2025-09-26 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,",NORMAL",,,,,,,,,,,,,,,,,,,DISCOUNT,,,,,,,,,,,,,,,,,TOTAL,,,,,,,
,MENBAGS,,,,,,,,,,,,,Qty,,,,,Nett Sales,,,,,,,,,Qty,,,,,,,,Nett Sales,,,,,,,,,Qty,,,,,,,Nett Sales
,MENSANDAL,,,,,,,,1,,,,,,,,,,"2,949,000",,,,,,,,,1,,,,,,,,599,,,,,,,,,2,,,,,,,"3,548,000"
,WMNBAGS,,,,,,,,1,,,,,,,,,,"1,049,000",,,,,,,,,1,,,,,,,,349,,,,,,,,,2,,,,,,,"1,398,000"
,WMNSOCK,,,,,,,,0,,,,,,,,,,0,,,,,,,,,1,,,,,,,,"1,429,000",,,,,,,,,1,,,,,,,"1,429,000"
,Total,,,,,,,,1,,,,,,,,,,79,,,,,,,,,0,,,,,,,,0,,,,,,,,,1,,,,,,,79
,2025-09-27 00:00:00,,,,,,,,3,,,,,,,,,,"4,077,000",,,,,,,,,3,,,,,,,,"2,377,000",,,,,,,,,6,,,,,,,"6,454,000"
,,,,,,,,,.NORMAL,,,,,,,,,,,,,,,,,,DISCOUNT,,,,,,,,,,,,,,,,,TOT,,,,,,AL,,
,MENBAGS,,,,,,,,Qty,,,,,,,,,Nett Sales,,,,,,,,,Qty,,,,,,,,Nett Sales,,,,,,,,,Qty,,,,,,Nett Sales,,
,MENBELT,,,,,,,,4,,,,,,,,,"6,646,000",,,,,,,,,0,,,,,,,,0,,,,,,,,,4,,,,,,"6,646,000",,
,MENDRESS,,,,,,,,1,,,,,,,,,"1,099,000",,,,,,,,,1,,,,,,,,729,,,,,,,,,2,,,,,,"1,828,000",,
,MENSANDAL,,,,,,,,1,,,,,,,,,"2,049,000",,,,,,,,,0,,,,,,,,0,,,,,,,,,1,,,,,,"2,049,000",,
,MENSMART,,,,,,,,6,,,,,,,,,"7,744,000",,,,,,,,,0,,,,,,,,0,,,,,,,,,6,,,,,,"7,744,000",,
,MENSOCK,,,,,,,,1,,,,,,,,,"1,749,000",,,,,,,,,0,,,,,,,,0,,,,,,,,,1,,,,,,"1,749,000",,
,MENSPORT,,,,,,,,1,,,,,,,,,79,,,,,,,,,0,,,,,,,,0,,,,,,,,,1,,,,,,79,,
,MENWALLET,,,,,,,,2,,,,,,,,,"3,698,000",,,,,,,,,0,,,,,,,,0,,,,,,,,,2,,,,,,"3,698,000",,
,WMNBAGS,,,,,,,,3,,,,,,,,,"3,097,000",,,,,,,,,0,,,,,,,,0,,,,,,,,,3,,,,,,"3,097,000",,
,WMNFLAT,,,,,,,,0,,,,,,,,,0,,,,,,,,,1,,,,,,,,"1,539,000",,,,,,,,,1,,,,,,"1,539,000",,
,WMNWALLET,,,,,,,,2,,,,,,,,,"2,548,000",,,,,,,,,1,,,,,,,,979,,,,,,,,,3,,,,,,"3,527,000",,
,Total,,,,,,,,1,,,,,,,,,"1,199,000",,,,,,,,,0,,,,,,,,0,,,,,,,,,1,,,,,,"1,199,000",,
,2025-09-28 00:00:00,,,,,,,,22,,,,,,,,,"29,908,000",,,,,,,,,3,,,,,,,,"3,247,000",,,,,,,,,25,,,,,,"33,155,000",,
,,,,,,,,,",NORMAL",,,,,,,,,,,,,,,,,,DISCOUNT,,,,,,,,,,,,,,,,,TOT,,,,,,AL,,
,MENBAGS,,,,,,,,Qty,,,,,,,,,Nett Sales,,,,,,,,,Qty,,,,,,,,Nett Sales,,,,,,,,,Qty,,,,,,Nett Sales,,
,MENBELT,,,,,,,,3,,,,,,,,,"4,897,000",,,,,,,,,0,,,,,,,,0,,,,,,,,,3,,,,,,"4,897,000",,
,MENFORMAL,,,,,,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,0,,,,,,,,,0,,,,,,0,,
,MENSOCK,,,,,,,,1,,,,,,,,,"1,799,000",,,,,,,,,0,,,,,,,,0,,,,,,,,,1,,,,,,"1,799,000",,
,MENSPORT,,,,,,,,1,,,,,,,,,199,,,,,,,,,0,,,,,,,,0,,,,,,,,,1,,,,,,199,,
,WMNBAGS,,,,,,,,0,,,,,,,,,0,,,,,,,,,1,,,,,,,,"1,329,000",,,,,,,,,1,,,,,,"1,329,000",,
,WMNHEELS,,,,,,,,3,,,,,,,,,5997000,,,,,,,,,0,,,,,,,,0,,,,,,,,,3,,,,,,"5,997,000",,
,WMNSOCK,,,,,,,,1,,,,,,,,,"1,649,000",,,,,,,,,0,,,,,,,,0,,,,,,,,,1,,,,,,"1,649,000",,
,WMNSPORTS,,,,,,,,2,,,,,,,,,138,,,,,,,,,0,,,,,,,,0,,,,,,,,,2,,,,,,138,,
,Total,,,,,,,,1,,,,,,,,,"1,449,000",,,,,,,,,1,,,,,,,,309,,,,,,,,,2,,,,,,"1,758,000",,
,2025-09-29 00:00:00,,,,,,,,12,,,,,,,,,"16,128,000",,,,,,,,,2,,,,,,,,"1,638,000",,,,,,,,,14,,,,,,"17,766,000",,
,,,,,,,,,.NORMAL,,,,,,,,,,,,,,,,,,TOT,,,,,,,,,,,AL,,,,,,,,,,,,,,
,MENBAGS,,,,,,,,Qty,,,,,,,,,Nett Sales,,,,,,,,,Qty,,,,,,,,,,,Nett Sales,,,,,,,,,,,,,,
,MENBELT,,,,,,,,2,,,,,,,,,"3,748,000",,,,,,,,,2,,,,,,,,,,,"3,748,000",,,,,,,,,,,,,,
,MENDRESS,,,,,,,,1,,,,,,,,,"1,099,000",,,,,,,,,1,,,,,,,,,,,"1,099,000",,,,,,,,,,,,,,
,MENSMART,,,,,,,,1,,,,,,,,,"1,999,000",,,,,,,,,1,,,,,,,,,,,"1,999,000",,,,,,,,,,,,,,
,MENSOCK,,,,,,,,1,,,,,,,,,"1,799,000",,,,,,,,,1,,,,,,,,,,,"1,799,000",,,,,,,,,,,,,,
,WMNBAGS,,,,,,,,2,,,,,,,,,158,,,,,,,,,2,,,,,,,,,,,158,,,,,,,,,,,,,,
,WMNHEELS,,,,,,,,1,,,,,,,,,"1,749,000",,,,,,,,,1,,,,,,,,,,,"1,749,000",,,,,,,,,,,,,,
,Total,,,,,,,,1,,,,,,,,,"1,349,000",,,,,,,,,1,,,,,,,,,,,"1,349,000",,,,,,,,,,,,,,
,30 AGUSTUS,,,,,,,,9,,,,,,,,,"11,901,000",,,,,,,,,9,,,,,,,,,,,"11,901,000",,,,,,,,,,,,,,
,,,,,,,,Qty,,,,,,.NORMAL,,,,,,,,,,,,,,,DISCOUNT,,,,,,,,,,,,,,,,TOTAL,,,,,,,
,MENBAGS,,,,,,,3,,,,,,NettSales,,,,,,,,,Qty,,,,,,Nett Sales,,,,,,,,,,,,Qty,,,,,,,,NettSales,,,
,MENSMART,,,,,,,0,,,,,,"6,297,000",,,,,,,,,0,,,,,,0,,,,,,,,,,,,3,,,,,,,,"6,297,000",,,
,MENSOCK,,,,,,,1,,,,,,0,,,,,,,,,2,,,,,,"2,266,000",,,,,,,,,,,,2,,,,,,,,"2,268,000",,,
,MENWALLET,,,,,,,0,,,,,,69,,,,,,,,,0,,,,,,0,,,,,,,,,,,,1,,,,,,,,69,,,
,Total,,,,,,,4,,,,,,0,,,,,,,,,2,,,,,,"1,536,000",,,,,,,,,,,,2,,,,,,,,"1,538,000",,,
,Tanggal,Item,Qty (Normal),Nett Sales (Normal),Qty (Discount),Nett Sales (Discount),Total Qty,Total Nett Sales,,,,,,"6,366,000",,,,,,,,,4,,,,,,"3,606,000",,,,,,,,,,,,8,,,,,,,,"10,172,000",,,
,1 Oktober 2024,MENBAGS,1,1149000,0,0,1,1149000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,MENSANDAL,1,1499000,0,0,1,1499000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,MENWALLET,1,899000,0,0,1,899000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,WMNBAGS,0,0,1,1259000,1,1259000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,WMNFLAT,1,1299000,0,0,1,1299000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,WMNWALLET,0,0,1,869000,1,869000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,TOTAL TGL 1 OCT,,4,4846000,2,2128000,6,6974000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2 Oktober 2024,MENDRESS,1,2149000,0,0,1,2149000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,MENFORMAL,0,0,1,1469000,1,1469000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,MENSANDAL,2,2598000,0,0,2,2598000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,MENSMART,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,MENSOCK,5,405000,0,0,5,405000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,MENWALLET,2,2048000,0,0,2,2048000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,SHOECARE,1,179000,0,0,1,179000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,WMNBAGS,1,1649000,0,0,1,1649000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,WMNFLAT,1,1449000,1,859000,2,2308000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,WMNWALLET,0,0,1,869000,1,869000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,TOTAL TGL 2 OCT,,13,10477000,3,3197000,16,13674000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3 Oktober 2024,MENBAGS,1,1999000,0,0,1,1999000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,MENBELT,1,999000,0,0,1,999000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,MENSMART,1,1949000,0,0,1,1949000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,MENSOCK,2,158000,0,0,2,158000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,MENWALLET,2,2248000,0,0,2,2248000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,SHOECARE,1,59000,0,0,1,59000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,WMNBAGS,2,3548000,0,0,2,3548000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,WMNFLAT,1,1299000,0,0,1,1299000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,WMNWALLET,1,499000,0,0,1,499000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,TOTAL TGL 3 OCT,Total,12,12758000,0,0,12,12758000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4 Oktober 2024,MENBAGS,1,1349000,0,0,1,1349000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,MENDRESS,1,2149000,0,0,1,2149000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,MENFORMAL,1,2149000,0,0,1,2149000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,MENSANDAL,1,1349000,0,0,1,1349000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,MENSMART,1,1799000,0,0,1,1799000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,MENSOCK,5,415000,0,0,5,415000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,MENSPORT,1,1799000,1,1289000,2,3088000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,MENWALLET,2,2298000,0,0,2,2298000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,SHOECARE,3,557000,0,0,3,557000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,WMNBAGS,2,3398000,0,0,2,3398000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,WMNFLAT,4,5346000,0,0,4,5346000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
